Index,Arrival Time,Job Size,End Time,Start Job,Response Time,Turnaround Time,Job State,Context Switches
1201,88854,276,311971,311945,46283,223117,2,5
1202,88894,44,135231,135187,46293,46337,2,0
1203,88955,230,299758,299728,46351,210803,2,4
1204,89012,234,299792,299758,46344,210780,2,4
1205,89067,257,311978,311971,46389,222911,2,5
1206,89160,49,135655,135606,46446,46495,2,0
1207,89281,243,299885,299842,46474,210604,2,4
1208,89365,232,299922,299890,46500,210557,2,4
1209,89465,36,136002,135966,46501,46537,2,0
1210,89573,233,299972,299939,46479,210399,2,4
1211,89669,242,300014,299972,46524,210345,2,4
1212,89755,244,300058,300014,46538,210303,2,4
1213,89821,236,300094,300058,46594,210273,2,4
1214,89903,266,311994,311978,46612,222091,2,5
1215,89993,241,300185,300144,46672,210192,2,4
1216,90108,237,300222,300185,46707,210114,2,4
1217,90186,237,300259,300222,46720,210073,2,4
1218,90247,277,312021,311994,46759,221774,2,5
1219,90267,43,137099,137056,46789,46832,2,0
1220,90335,241,300363,300322,46814,210028,2,4
1221,90409,243,300406,300363,46837,209997,2,4
1222,90473,43,137389,137346,46873,46916,2,0
1223,90524,242,300469,300427,46915,209945,2,4
1224,90595,251,312022,312021,46994,221427,2,5
1225,90635,243,300570,300527,47054,209935,2,4
1226,90701,250,300662,300612,47088,209961,2,4
1227,90780,263,312035,312022,47109,221255,2,5
1228,90860,249,300785,300736,47179,209925,2,4
1229,90909,271,312056,312035,47230,221147,2,5
1230,91002,62,191195,191183,47287,100193,2,1
1231,91085,255,312061,312056,47285,220976,2,5
1232,91147,230,300930,300900,47373,209783,2,4
1233,91230,49,138669,138620,47390,47439,2,0
1234,91325,248,300978,300930,47378,209653,2,4
1235,91429,240,301018,300978,47424,209589,2,4
1236,91500,223,301041,301018,47417,209541,2,4
1237,91591,265,312076,312061,47476,220485,2,5
1238,91682,50,139267,139217,47535,47585,2,0
1239,91767,221,301144,301123,47550,209377,2,4
1240,91858,215,301166,301151,47609,209308,2,4
1241,91958,236,301202,301166,47659,209244,2,4
1242,92004,265,312091,312076,47663,220087,2,5
1243,92076,270,312111,312091,47641,220035,2,5
1244,92157,263,312124,312111,47710,219967,2,5
1245,92259,243,301395,301352,47658,209136,2,4
1246,92311,231,301437,301406,47706,209126,2,4
1247,92387,229,301466,301437,47730,209079,2,4
1248,92457,64,192858,192844,47760,100401,2,1
1249,92519,237,301520,301483,47796,209001,2,4
1250,92594,217,301537,301520,47821,208943,2,4
1251,92711,247,301584,301537,47854,208873,2,4
1252,92812,248,301632,301584,47856,208820,2,4
1253,92898,253,312127,312124,47870,219229,2,5
1254,92975,51,193413,193412,47943,100438,2,1
1255,93032,243,301725,301682,47986,208693,2,4
1256,93109,231,301756,301725,48059,208647,2,4
1257,93194,257,312134,312127,48074,218940,2,5
1258,93246,254,312138,312134,48122,218892,2,5
1259,93325,55,193955,193950,48193,100630,2,1
1260,93412,43,141711,141668,48256,48299,2,0
1261,93485,226,301909,301883,48276,208424,2,4
1262,93565,237,301967,301930,48346,208402,2,4
1263,93619,246,302013,301967,48392,208394,2,4
1264,93685,55,194436,194431,48426,100751,2,1
1265,93784,261,312149,312138,48439,218365,2,5
1266,93878,265,312164,312149,48445,218286,2,5
1267,93998,253,312167,312164,48525,218169,2,5
1268,94079,266,312183,312167,48544,218104,2,5
1269,94163,255,312188,312183,48560,218025,2,5
1270,94255,251,312189,312188,48618,217934,2,5
1271,94355,41,143064,143023,48668,48709,2,0
1272,94502,264,312203,312189,48662,217701,2,5
1273,94587,46,143360,143314,48727,48773,2,0
1274,94682,257,312210,312203,48768,217528,2,5
1275,94765,252,312212,312210,48785,217447,2,5
1276,94822,240,302561,302521,48878,207739,2,4
1277,94867,223,302584,302561,48883,207717,2,4
1278,94938,267,312229,312212,48912,217291,2,5
1279,94962,244,302678,302634,48938,207716,2,4
1280,95048,247,302725,302678,48957,207677,2,4
1281,95112,253,312232,312229,48993,217120,2,5
1282,95209,236,302812,302776,49046,207603,2,4
1283,95241,256,312238,312232,49070,216997,2,5
1284,95328,254,312242,312238,49133,216914,2,5
1285,95408,73,196621,196598,49153,101213,2,1
1286,95475,265,312257,312242,49236,216782,2,5
1287,95576,52,196844,196842,49285,101268,2,1
1288,95643,256,312263,312257,49318,216620,2,5
1289,95711,282,312295,312263,49350,216584,2,5
1290,95752,61,197105,197094,49409,101353,2,1
1291,95864,267,312312,312295,49447,216448,2,5
1292,95939,248,303208,303160,49522,207269,2,4
1293,96004,46,145607,145561,49557,49603,2,0
1294,96035,237,303245,303208,49622,207210,2,4
1295,96119,243,303288,303245,49638,207169,2,4
1296,96206,253,312315,312312,49651,216109,2,5
1297,96311,235,303389,303354,49696,207078,2,4
1298,96383,236,303425,303389,49774,207042,2,4
1299,96451,250,303480,303430,49806,207029,2,4
1300,96518,37,146394,146357,49839,49876,2,0
1301,96583,252,312317,312315,49911,215734,2,5
1302,96620,226,303556,303530,49924,206936,2,4
1303,96692,230,303607,303577,50002,206915,2,4
1304,96766,242,303649,303607,50028,206883,2,4
1305,96878,242,303691,303649,50087,206813,2,4
1306,96938,260,312327,312317,50127,215389,2,5
1307,97023,231,303772,303741,50192,206749,2,4
1308,97124,251,312328,312327,50141,215204,2,5
1309,97184,248,303870,303822,50181,206686,2,4
1310,97268,252,312330,312328,50247,215062,2,5
1311,97321,250,303977,303927,50294,206656,2,4
1312,97356,246,304023,303977,50309,206667,2,4
1313,97473,239,304067,304028,50392,206594,2,4
1314,97504,220,304087,304067,50411,206583,2,4
1315,97600,249,304149,304100,50415,206549,2,4
1316,97685,245,304194,304149,50480,206509,2,4
1317,97749,241,304235,304194,50516,206486,2,4
1318,97827,255,312335,312330,50551,214508,2,5
1319,97939,252,312337,312335,50589,214398,2,5
1320,97990,252,312339,312337,50588,214349,2,5
1321,98053,245,304430,304385,50583,206377,2,4
1322,98176,249,304479,304430,50574,206303,2,4
1323,98266,281,312370,312339,50634,214104,2,5
1324,98347,37,149037,149000,50653,50690,2,0
1325,98407,249,304578,304529,50718,206171,2,4
1326,98504,241,304619,304578,50771,206115,2,4
1327,98566,239,304658,304619,50809,206092,2,4
1328,98618,252,312372,312370,50857,213754,2,5
1329,98690,51,200963,200962,50885,102273,2,1
1330,98747,46,149721,149675,50928,50974,2,0
1331,98829,251,312373,312372,50943,213544,2,5
1332,98924,255,312378,312373,50998,213454,2,5
1333,99028,229,304877,304848,51044,205849,2,4
1334,99088,255,312383,312378,51039,213295,2,5
1335,99135,263,312396,312383,51092,213261,2,5
1336,99213,252,312398,312396,51114,213185,2,5
1337,99295,35,150462,150427,51132,51167,2,0
1338,99372,261,312409,312398,51190,213037,2,5
1339,99452,276,312435,312409,51260,212983,2,5
1340,99503,235,305167,305132,51309,205664,2,4
1341,99583,258,312443,312435,51329,212860,2,5
1342,99665,258,312451,312443,51347,212786,2,5
1343,99734,268,312469,312451,51378,212735,2,5
1344,99804,49,151311,151262,51458,51507,2,0
1345,99848,237,305354,305317,51463,205506,2,4
1346,99948,266,312485,312469,51463,212537,2,5
1347,100009,235,305469,305434,51502,205460,2,4
1348,100120,243,305512,305469,51494,205392,2,4
1349,100174,49,151763,151714,51540,51589,2,0
1350,100269,33,151896,151863,51594,51627,2,0
1351,100355,261,312496,312485,51641,212141,2,5
1352,100449,227,305617,305590,51697,205168,2,4
1353,100553,64,203294,203280,51743,102741,2,1
1354,100636,263,312509,312496,51760,211873,2,5
1355,100704,239,305751,305712,51792,205047,2,4
1356,100773,44,152640,152596,51823,51867,2,0
1357,100869,48,152788,152740,51871,51919,2,0
1358,100935,264,312523,312509,51937,211588,2,5
1359,101020,267,312540,312523,51902,211520,2,5
1360,101121,269,312559,312540,51951,211438,2,5
1361,101194,259,312568,312559,51979,211374,2,5
1362,101300,247,306004,305957,52023,204704,2,4
1363,101414,53,204227,204224,52059,102813,2,1
1364,101485,237,306043,306006,52088,204558,2,4
1365,101563,28,153751,153723,52160,52188,2,0
1366,101629,243,306086,306043,52172,204457,2,4
1367,101686,249,306135,306086,52215,204449,2,4
1368,101757,213,306148,306135,52244,204391,2,4
1369,101841,210,306161,306151,52310,204320,2,4
1370,101936,237,306222,306185,52315,204286,2,4
1371,102039,51,205020,205019,52362,102981,2,1
1372,102083,229,306252,306223,52418,204169,2,4
1373,102154,267,312585,312568,52447,210431,2,5
1374,102255,258,312593,312585,52460,210338,2,5
1375,102352,248,306410,306362,52513,204058,2,4
1376,102418,248,306458,306410,52547,204040,2,4
1377,102485,277,312620,312593,52580,210135,2,5
1378,102584,69,205761,205742,52631,103177,2,1
1379,102616,224,306533,306509,52699,203917,2,4
1380,102688,252,312622,312620,52727,209934,2,5
1381,102746,51,206028,206027,52819,103282,2,1
1382,102844,262,312634,312622,52871,209790,2,5
1383,102932,256,312640,312634,52839,209708,2,5
1384,102995,253,312643,312640,52876,209648,2,5
1385,103042,0,155971,155971,52929,52929,2,0
1386,103141,60,206430,206420,52880,103289,2,1
1387,103215,274,312667,312643,52956,209452,2,5
1388,103268,264,312681,312667,53003,209413,2,5
1389,103331,261,312692,312681,53040,209361,2,5
1390,103408,45,156534,156489,53081,53126,2,0
1391,103458,238,306949,306911,53126,203491,2,4
1392,103499,280,312722,312692,53185,209223,2,5
1393,103562,232,307051,307019,53222,203489,2,4
1394,103617,64,207164,207150,53267,103547,2,1
1395,103696,271,312743,312722,53283,209047,2,5
1396,103764,231,307181,307150,53365,203417,2,4
1397,103823,300,312793,312743,53406,208970,2,5
1398,103925,246,307277,307231,53453,203352,2,4
1399,104023,249,307339,307290,53505,203316,2,4
1400,104130,245,307384,307339,53498,203254,2,4
1401,104199,241,307425,307384,53540,203226,2,4
1402,104273,243,307468,307425,53566,203195,2,4
1403,104323,253,312796,312793,53577,208473,2,5
1404,104366,242,307560,307518,53634,203194,2,4
1405,104408,226,307594,307568,53692,203186,2,4
1406,104468,236,307630,307594,53732,203162,2,4
1407,104567,248,307678,307630,53705,203111,2,4
1408,104591,260,312806,312796,53731,208215,2,5
1409,104681,256,312812,312806,53741,208131,2,5
1410,104778,48,158620,158572,53794,53842,2,0
1411,104872,234,307822,307788,53804,202950,2,4
1412,104957,262,312824,312812,53867,207867,2,5
1413,105033,222,307894,307872,53891,202861,2,4
1414,105111,228,307922,307894,53913,202811,2,4
1415,105183,244,307966,307922,53893,202783,2,4
1416,105243,222,307988,307966,53891,202745,2,4
1417,105317,268,312842,312824,53967,207525,2,5
1418,105405,241,308086,308045,54029,202681,2,4
1419,105463,244,308130,308086,54071,202667,2,4
1420,105561,235,308167,308132,54123,202606,2,4
1421,105646,238,308205,308167,54138,202559,2,4
1422,105736,247,308252,308205,54148,202516,2,4
1423,105793,35,160019,159984,54191,54226,2,0
1424,105884,261,312853,312842,54235,206969,2,5
1425,105972,260,312863,312853,54247,206891,2,5
1426,106062,265,312878,312863,54257,206816,2,5
1427,106140,252,312880,312878,54329,206740,2,5
1428,106220,236,308493,308457,54349,202273,2,4
1429,106292,49,160766,160717,54425,54474,2,0
1430,106350,40,160856,160816,54466,54506,2,0
1431,106444,33,160989,160956,54512,54545,2,0
1432,106543,264,312894,312880,54498,206351,2,5
1433,106638,249,308593,308544,54553,201955,2,4
1434,106721,36,161327,161291,54570,54606,2,0
1435,106781,249,308642,308593,54646,201861,2,4
1436,106845,264,312908,312894,54632,206063,2,5
1437,106895,0,161577,161577,54682,54682,2,0
1438,106984,270,312928,312908,54693,205944,2,5
1439,107051,257,312935,312928,54772,205884,2,5
1440,107107,263,312948,312935,54816,205841,2,5
1441,107188,252,312950,312948,54835,205762,2,5
1442,107278,238,308981,308943,54895,201703,2,4
1443,107370,260,312960,312950,54905,205590,2,5
1444,107428,243,309079,309036,54947,201651,2,4
1445,107513,252,312962,312960,55012,205449,2,5
1446,107571,243,309172,309129,55030,201601,2,4
1447,107671,239,309211,309172,55080,201540,2,4
1448,107771,263,312975,312962,55130,205204,2,5
1449,107869,250,309323,309273,55182,201454,2,4
1450,107926,223,309346,309323,55225,201420,2,4
1451,108010,236,309401,309365,55241,201391,2,4
1452,108105,219,309420,309401,55246,201315,2,4
1453,108166,278,313003,312975,55285,204837,2,5
1454,108185,59,213012,213003,55366,104827,2,1
1455,108247,230,309500,309470,55404,201253,2,4
1456,108339,259,313012,313003,55462,204673,2,5
1457,108405,274,313036,313012,55496,204631,2,5
1458,108488,47,164098,164051,55563,55610,2,0
1459,108572,258,313044,313036,55541,204472,2,5
1460,108618,244,309723,309679,55549,201105,2,4
1461,108710,201,309739,309738,55607,201029,2,4
1462,108788,61,213673,213662,55621,104885,2,1
1463,108847,242,309783,309741,55662,200936,2,4
1464,108890,246,309829,309783,55719,200939,2,4
1465,108959,250,309879,309829,55800,200920,2,4
1466,109041,248,309927,309879,55818,200886,2,4
1467,109120,251,313045,313044,55839,203925,2,5
1468,109190,226,310003,309977,55919,200813,2,4
1469,109269,243,310046,310003,55940,200777,2,4
1470,109345,270,313065,313045,56014,203720,2,5
1471,109393,247,310143,310096,56066,200750,2,4
1472,109480,52,214712,214710,56079,105232,2,1
1473,109529,57,214769,214762,56130,105240,2,1
1474,109616,261,313076,313065,56193,203460,2,5
1475,109697,249,310276,310227,56262,200579,2,4
1476,109779,27,166086,166059,56280,56307,2,0
1477,109858,50,166194,166144,56286,56336,2,0
1478,109945,55,215247,215242,56349,105302,2,1
1479,109998,230,310309,310279,56396,200311,2,4
1480,110068,290,313116,313076,56426,203048,2,5
1481,110119,231,310390,310359,56471,200271,2,4
1482,110213,39,166729,166690,56477,56516,2,0
1483,110298,251,313117,313116,56531,202819,2,5
1484,110401,248,310495,310447,56578,200094,2,4
1485,110466,261,313128,313117,56613,202662,2,5
1486,110523,270,313148,313128,56656,202625,2,5
1487,110583,265,313163,313148,56696,202580,2,5
1488,110645,230,310675,310645,56734,200030,2,4
1489,110697,232,310710,310678,56782,200013,2,4
1490,110766,254,313167,313163,56822,202401,2,5
1491,110836,256,313173,313167,56852,202337,2,5
1492,110911,288,313211,313173,56927,202300,2,5
1493,111000,25,167963,167938,56938,56963,2,0
1494,111036,257,313218,313211,56977,202182,2,5
1495,111126,249,310959,310910,56987,199833,2,4
1496,111201,243,311002,310959,57062,199801,2,4
1497,111256,230,311049,311019,57107,199793,2,4
1498,111342,259,313227,313218,57171,201885,2,5
1499,111384,35,168598,168563,57179,57214,2,0
Average Response Time,29064.49
Average Turnaround Time,162803.51
