Index,Arrival Time,Job Size,End Time,Start Job,Response Time,Turnaround Time,Job State,Context Switches
604,44497,53,103951,103948,23634,59454,2,1
605,44569,257,285989,285982,23712,241420,2,5
606,44673,247,251462,251415,23758,206789,2,4
607,44749,279,286518,286489,23832,241769,2,5
608,44827,247,251809,251762,23804,206982,2,4
609,44939,33,68721,68688,23749,23782,2,0
610,45012,238,251997,251959,23809,206985,2,4
611,45078,34,68912,68878,23800,23834,2,0
612,45185,237,252384,252347,23827,207199,2,4
613,45264,252,287199,287197,23852,241935,2,5
614,45329,248,252816,252768,23887,207487,2,4
615,45391,274,287415,287391,23925,242024,2,5
616,45447,260,287560,287550,23969,242113,2,5
617,45480,252,287612,287610,23986,242132,2,5
618,45565,217,253533,253516,24051,207968,2,4
619,45687,236,253719,253683,24079,208032,2,4
620,45763,249,253868,253819,24065,208105,2,4
621,45837,247,254115,254068,24141,208278,2,4
622,45915,223,254388,254365,24163,208473,2,4
623,45981,28,70206,70178,24197,24225,2,0
624,46045,258,288825,288817,24261,242780,2,5
625,46124,252,288976,288974,24282,242852,2,5
626,46192,247,255199,255152,24364,209007,2,4
627,46236,46,70702,70656,24420,24466,2,0
628,46328,71,108077,108056,24424,61749,2,1
629,46368,253,289544,289541,24484,243176,2,5
630,46445,38,71040,71002,24557,24595,2,0
631,46565,65,108642,108627,24575,62077,2,1
632,46663,249,256367,256318,24627,209704,2,4
633,46750,248,256665,256617,24690,209915,2,4
634,46872,242,256957,256915,24718,210085,2,4
635,46945,238,257154,257116,24760,210209,2,4
636,47007,239,257293,257254,24798,210286,2,4
637,47073,247,257440,257393,24815,210367,2,4
638,47142,253,291008,291005,24846,243866,2,5
639,47233,255,291200,291195,24905,243967,2,5
640,47313,31,72269,72238,24925,24956,2,0
641,47377,64,110453,110439,24992,63076,2,1
642,47451,247,258341,258294,25018,210890,2,4
643,47530,253,291871,291868,25089,244341,2,5
644,47635,260,291990,291980,25134,244355,2,5
645,47739,255,292240,292235,25180,244501,2,5
646,47812,269,292359,292340,25207,244547,2,5
647,47861,251,292360,292359,25258,244499,2,5
648,47909,53,111834,111831,25310,63925,2,1
649,48015,55,112039,112034,25385,64024,2,1
650,48041,269,292511,292492,25409,244470,2,5
651,48163,49,73649,73600,25437,25486,2,0
652,48229,258,292715,292707,25470,244486,2,5
653,48288,230,259915,259885,25511,211627,2,4
654,48387,36,73982,73946,25559,25595,2,0
655,48446,252,292821,292819,25586,244375,2,5
656,48531,238,260212,260174,25601,211681,2,4
657,48622,200,218599,218549,25660,169977,2,3
658,48676,242,260404,260362,25706,211728,2,4
659,48745,260,293037,293027,25787,244292,2,5
660,48832,261,293064,293053,25800,244232,2,5
661,48912,227,260639,260612,25870,211727,2,4
662,49005,250,260739,260689,25892,211734,2,4
663,49059,249,260838,260789,25938,211779,2,4
664,49110,266,293218,293202,25987,244108,2,5
665,49136,252,293248,293246,26061,244112,2,5
666,49231,245,261169,261124,26066,211938,2,4
667,49294,246,261315,261269,26141,212021,2,4
668,49385,258,293438,293430,26150,244053,2,5
669,49471,268,293487,293469,26214,244016,2,5
670,49578,47,75836,75789,26211,26258,2,0
671,49650,267,293642,293625,26236,243992,2,5
672,49704,253,293645,293642,26282,243941,2,5
673,49759,256,293681,293675,26327,243922,2,5
674,49874,235,262047,262012,26362,212173,2,4
675,49932,237,262134,262097,26404,212202,2,4
676,49989,235,262219,262184,26497,212230,2,4
677,50049,227,262250,262223,26537,212201,2,4
678,50173,252,293944,293942,26563,243771,2,5
679,50252,251,293988,293987,26584,243736,2,5
680,50321,267,294105,294088,26615,243784,2,5
681,50388,245,262808,262763,26698,212420,2,4
682,50474,232,262954,262922,26762,212480,2,4
683,50513,252,294293,294291,26773,243780,2,5
684,50585,236,263093,263057,26851,212508,2,4
685,50647,224,263117,263093,26889,212470,2,4
686,50700,249,263216,263167,26907,212516,2,4
687,50764,244,263320,263276,26943,212556,2,4
688,50782,263,294471,294458,26988,243689,2,5
689,50871,256,294521,294515,26999,243650,2,5
690,50954,241,263561,263520,27016,212607,2,4
691,51046,252,294523,294521,27023,243477,2,5
692,51136,245,263756,263711,27083,212620,2,4
693,51247,247,263922,263875,27122,212675,2,4
694,51301,246,264068,264022,27168,212767,2,4
695,51360,279,294752,294723,27209,243392,2,5
696,51442,265,294809,294794,27236,243367,2,5
697,51536,281,294878,294847,27292,243342,2,5
698,51617,242,264419,264377,27361,212802,2,4
699,51650,258,294967,294959,27378,243317,2,5
700,51724,51,120951,120950,27405,69227,2,1
701,51848,244,264738,264694,27431,212890,2,4
702,51925,253,295188,295185,27504,243263,2,5
703,52011,243,264981,264938,27478,212970,2,4
704,52108,49,79638,79589,27481,27530,2,0
705,52230,213,265144,265131,27508,212914,2,4
706,52278,244,265288,265244,27560,213010,2,4
707,52323,241,265329,265288,27615,213006,2,4
708,52390,251,295459,295458,27648,243069,2,5
709,52459,238,265578,265540,27679,213119,2,4
710,52527,262,295571,295559,27716,243044,2,5
711,52611,57,122741,122734,27782,70130,2,1
712,52687,268,295681,295663,27806,242994,2,5
713,52748,42,80635,80593,27845,27887,2,0
714,52844,57,123156,123149,27891,70312,2,1
715,52924,234,265962,265928,27961,213038,2,4
716,53031,256,295850,295844,28004,242819,2,5
717,53126,256,295856,295850,28059,242730,2,5
718,53208,27,81312,81285,28077,28104,2,0
719,53285,257,295955,295948,28085,242670,2,5
720,53346,255,295993,295988,28124,242647,2,5
721,53404,266,296009,295993,28160,242605,2,5
722,53485,230,266526,266496,28229,213041,2,4
723,53544,59,124661,124652,28270,71117,2,1
724,53622,243,266719,266676,28342,213097,2,4
725,53666,250,266769,266719,28398,213103,2,4
726,53748,242,266811,266769,28371,213063,2,4
727,53821,240,266951,266911,28448,213130,2,4
728,53909,257,296349,296342,28460,242440,2,5
729,53965,257,296446,296439,28512,242481,2,5
730,54033,261,296507,296496,28544,242474,2,5
731,54087,227,267378,267351,28590,213291,2,4
732,54154,235,267475,267440,28623,213321,2,4
733,54294,239,267677,267638,28683,213383,2,4
734,54372,54,126737,126733,28755,72365,2,1
735,54462,40,83267,83227,28765,28805,2,0
736,54520,61,127048,127037,28797,72528,2,1
737,54611,205,268063,268058,28806,213452,2,4
738,54659,232,268217,268185,28858,213558,2,4
739,54739,246,268366,268320,28928,213627,2,4
740,54828,241,268407,268366,28910,213579,2,4
741,54931,57,128053,128046,29007,73122,2,1
742,55009,37,84075,84038,29029,29066,2,0
743,55098,45,84220,84175,29077,29122,2,0
744,55189,66,128527,128511,29131,73338,2,1
745,55277,243,268790,268747,29143,213513,2,4
746,55354,261,297539,297528,29166,242185,2,5
747,55453,238,268978,268940,29173,213525,2,4
748,55526,243,269125,269082,29200,213599,2,4
749,55583,285,297773,297738,29293,242190,2,5
750,55635,59,129510,129501,29341,73875,2,1
751,55696,265,297870,297855,29380,242174,2,5
752,55752,238,269423,269385,29424,213671,2,4
753,55834,263,297947,297934,29492,242113,2,5
754,55907,228,269651,269623,29508,213744,2,4
755,55968,260,298090,298080,29547,242122,2,5
756,55996,233,269884,269851,29569,213888,2,4
757,56099,232,269972,269940,29616,213873,2,4
758,56147,233,270055,270022,29668,213908,2,4
759,56219,256,298316,298310,29746,242097,2,5
760,56299,239,270355,270316,29766,214056,2,4
761,56366,237,270503,270466,29849,214137,2,4
762,56465,263,298502,298489,29896,242037,2,5
763,56556,266,298608,298592,29905,242052,2,5
764,56642,223,270895,270872,29925,214253,2,4
765,56681,248,270943,270895,29939,214262,2,4
766,56749,54,132133,132129,29971,75384,2,1
767,56811,260,298748,298738,30059,241937,2,5
768,56924,41,87061,87020,30096,30137,2,0
769,57017,249,271292,271243,30094,214275,2,4
770,57094,43,87254,87211,30117,30160,2,0
771,57170,236,271428,271392,30184,214258,2,4
772,57238,227,271455,271428,30166,214217,2,4
773,57345,253,299006,299003,30209,241661,2,5
774,57429,272,299128,299106,30275,241699,2,5
775,57501,42,87896,87854,30353,30395,2,0
776,57583,267,299248,299231,30363,241665,2,5
777,57656,250,272083,272033,30440,214427,2,4
778,57738,234,272136,272102,30458,214398,2,4
779,57788,245,272231,272186,30508,214443,2,4
780,57851,257,299497,299490,30595,241646,2,5
781,57939,253,299547,299544,30607,241608,2,5
782,58031,55,134987,134982,30665,76956,2,1
783,58142,75,135256,135231,30704,77114,2,1
784,58196,46,88992,88946,30750,30796,2,0
785,58269,248,272924,272876,30823,214655,2,4
786,58348,255,299890,299885,30894,241542,2,5
787,58429,258,299930,299922,30913,241501,2,5
788,58489,51,135966,135965,30914,77477,2,1
789,58572,259,299939,299930,30912,241367,2,5
790,58663,28,89662,89634,30971,30999,2,0
791,58757,205,273341,273336,31005,214584,2,4
792,58806,218,273459,273441,31056,214653,2,4
793,58847,243,273552,273509,31115,214705,2,4
794,58908,58,136873,136865,31154,77965,2,1
795,58979,263,300272,300259,31183,241293,2,5
796,59071,31,90283,90252,31181,31212,2,0
797,59147,271,300427,300406,31236,241280,2,5
798,59226,258,300477,300469,31257,241251,2,5
799,59294,292,300612,300570,31339,241318,2,5
800,59352,272,300684,300662,31337,241332,2,5
801,59399,252,300736,300734,31390,241337,2,5
802,59475,265,300850,300835,31414,241375,2,5
803,59543,249,274625,274576,31496,215082,2,4
804,59613,245,274720,274675,31526,215107,2,4
805,59698,37,91269,91232,31534,31571,2,0
806,59767,231,274801,274770,31552,215034,2,4
807,59807,64,138917,138903,31612,79110,2,1
808,59905,282,301123,301091,31664,241218,2,5
809,59924,238,275053,275015,31695,215129,2,4
810,60015,257,301151,301144,31706,241136,2,5
811,60092,238,275249,275211,31779,215157,2,4
812,60146,43,92011,91968,31822,31865,2,0
813,60212,40,92051,92011,31799,31839,2,0
814,60291,46,92197,92151,31860,31906,2,0
815,60348,261,301406,301395,31896,241058,2,5
816,60404,36,92380,92344,31940,31976,2,0
817,60488,267,301483,301466,31893,240995,2,5
818,60558,45,92526,92481,31923,31968,2,0
819,60626,240,275862,275822,31950,215236,2,4
820,60721,53,140668,140665,32005,79947,2,1
821,60775,242,276016,275974,32024,215241,2,4
822,60841,228,276097,276069,32108,215256,2,4
823,60877,237,276184,276147,32122,215307,2,4
824,60969,257,301813,301806,32180,240844,2,5
825,61085,270,301883,301863,32164,240798,2,5
826,61120,248,276485,276437,32229,215365,2,4
827,61166,271,301930,301909,32283,240764,2,5
828,61242,247,276682,276635,32307,215440,2,4
829,61315,62,142173,142161,32366,80858,2,1
830,61360,237,276819,276782,32421,215459,2,4
831,61467,252,302115,302113,32414,240648,2,5
832,61536,238,277007,276969,32445,215471,2,4
833,61611,249,277106,277057,32461,215495,2,4
834,61690,268,302333,302315,32532,240643,2,5
835,61781,45,94367,94322,32541,32586,2,0
836,61844,264,302347,302333,32525,240503,2,5
837,61908,263,302410,302397,32611,240502,2,5
838,62011,261,302471,302460,32658,240460,2,5
839,62098,243,277605,277562,32671,215507,2,4
840,62160,55,143955,143950,32754,81795,2,1
841,62249,251,302726,302725,32765,240477,2,5
842,62311,56,144311,144305,32853,82000,2,1
843,62388,272,302884,302862,32876,240496,2,5
844,62451,252,302936,302934,32913,240485,2,5
845,62528,256,302992,302986,32936,240464,2,5
846,62614,243,278431,278388,33000,215817,2,4
847,62697,239,278526,278487,33067,215829,2,4
848,62760,268,303160,303142,33104,240400,2,5
849,62863,225,278768,278743,33151,215905,2,4
850,62914,223,278841,278818,33200,215927,2,4
851,62965,266,303354,303338,33249,240389,2,5
852,63005,245,279036,278991,33309,216031,2,4
853,63090,255,303430,303425,33282,240340,2,5
854,63145,228,279214,279186,33327,216069,2,4
855,63214,271,303577,303556,33358,240363,2,5
856,63297,243,279509,279466,33425,216212,2,4
857,63363,238,279547,279509,33459,216184,2,4
858,63444,242,279689,279647,33528,216245,2,4
859,63485,48,97070,97022,33537,33585,2,0
860,63530,226,279815,279789,33586,216285,2,4
861,63606,257,303927,303920,33660,240321,2,5
862,63664,255,304028,304023,33702,240364,2,5
863,63743,263,304100,304087,33757,240357,2,5
864,63826,243,280383,280340,33774,216557,2,4
865,63874,64,148329,148315,33826,84455,2,1
866,63945,247,280580,280533,33867,216635,2,4
867,64001,41,97953,97912,33911,33952,2,0
868,64111,58,148636,148628,33848,84525,2,1
869,64216,43,98152,98109,33893,33936,2,0
870,64311,246,280880,280834,33941,216569,2,4
871,64342,245,280925,280880,34010,216583,2,4
872,64418,249,281024,280975,34034,216606,2,4
873,64529,277,304735,304708,34073,240206,2,5
874,64594,237,281273,281236,34158,216679,2,4
875,64684,263,304798,304785,34168,240114,2,5
876,64743,244,281477,281433,34209,216734,2,4
877,64814,252,304929,304927,34238,240115,2,5
878,64872,250,281727,281677,34278,216855,2,4
879,64958,238,281824,281786,34342,216866,2,4
880,65043,253,305132,305129,34407,240089,2,5
881,65135,241,282124,282083,34418,216989,2,4
882,65162,46,99649,99603,34441,34487,2,0
883,65240,248,282272,282224,34461,217032,2,4
884,65330,47,99883,99836,34506,34553,2,0
885,65397,280,305384,305354,34489,239987,2,5
886,65472,53,151564,151561,34514,86092,2,1
887,65555,256,305518,305512,34581,239963,2,5
888,65643,272,305540,305518,34643,239897,2,5
889,65687,231,282745,282714,34699,217058,2,4
890,65779,278,305645,305617,34757,239866,2,5
891,65840,267,305712,305695,34785,239872,2,5
892,65920,250,283054,283004,34805,217134,2,4
893,66006,250,283104,283054,34869,217098,2,4
894,66086,44,100984,100940,34854,34898,2,0
895,66193,51,153123,153122,34891,86930,2,1
896,66263,256,305957,305951,34971,239694,2,5
897,66347,252,306006,306004,34963,239659,2,5
898,66427,248,283579,283531,35033,217152,2,4
899,66495,233,283612,283579,35065,217117,2,4
900,66573,253,306151,306148,35137,239578,2,5
901,66640,231,283853,283822,35129,217213,2,4
902,66725,274,306185,306161,35136,239460,2,5
903,66808,251,306223,306222,35203,239415,2,5
904,66885,64,154665,154651,35226,87780,2,1
905,66989,260,306362,306352,35272,239373,2,5
906,67095,251,306509,306508,35344,239414,2,5
907,67176,246,284515,284469,35363,217339,2,4
908,67254,248,284663,284615,35435,217409,2,4
909,67317,236,284699,284663,35472,217382,2,4
910,67384,56,155771,155765,35494,88387,2,1
911,67520,249,284898,284849,35525,217378,2,4
912,67590,244,284942,284898,35555,217352,2,4
913,67660,241,285083,285042,35585,217423,2,4
914,67733,278,306911,306883,35662,239178,2,5
915,67804,270,306969,306949,35641,239165,2,5
916,67880,280,307081,307051,35668,239201,2,5
917,67963,269,307150,307131,35685,239187,2,5
918,68055,231,285690,285659,35743,217635,2,4
919,68182,263,307290,307277,35769,239108,2,5
920,68252,242,285882,285840,35796,217630,2,4
921,68305,61,157739,157728,35843,89434,2,1
922,68380,61,157900,157889,35868,89520,2,1
923,68451,258,307568,307560,35898,239117,2,5
924,68499,63,158263,158250,35950,89764,2,1
925,68554,44,104593,104549,35995,36039,2,0
926,68631,260,307788,307778,36012,239157,2,5
927,68723,56,158676,158670,36070,89953,2,1
928,68813,236,286604,286568,36080,217791,2,4
929,68876,245,286749,286704,36153,217873,2,4
930,68940,52,159076,159074,36139,90136,2,1
931,68967,58,159134,159126,36181,90167,2,1
932,68987,248,286947,286899,36211,217960,2,4
933,69066,257,308045,308038,36282,238979,2,5
934,69133,252,308132,308130,36315,238999,2,5
935,69210,45,105593,105548,36338,36383,2,0
936,69270,242,287391,287349,36423,218121,2,4
937,69385,235,287450,287415,36446,218065,2,4
938,69469,43,106024,105981,36512,36555,2,0
939,69561,255,308407,308402,36513,238846,2,5
940,69614,213,287775,287762,36560,218161,2,4
941,69666,235,287810,287775,36608,218144,2,4
942,69699,243,287853,287810,36675,218154,2,4
943,69745,251,308494,308493,36729,238749,2,5
944,69852,248,288051,288003,36772,218199,2,4
945,69916,238,288089,288051,36808,218173,2,4
946,70002,275,308717,308692,36847,238715,2,5
947,70061,276,308793,308767,36888,238732,2,5
948,70123,247,288436,288389,36926,218313,2,4
949,70209,231,288567,288536,36990,218358,2,4
950,70254,255,308986,308981,36995,238732,2,5
951,70342,250,288817,288767,37057,218475,2,4
952,70432,249,288974,288925,37117,218542,2,4
953,70541,262,309223,309211,37120,238682,2,5
954,70620,250,289176,289126,37191,218556,2,4
955,70704,269,309365,309346,37207,238661,2,5
956,70764,234,289410,289376,37242,218646,2,4
957,70816,231,289491,289460,37261,218675,2,4
958,70903,259,309509,309500,37324,238606,2,5
959,70974,258,309567,309559,37353,238593,2,5
960,71010,262,309629,309617,37417,238619,2,5
961,71100,54,164167,164163,37427,93067,2,1
962,71201,265,309738,309723,37441,238537,2,5
963,71292,252,309741,309739,37464,238449,2,5
964,71379,237,290231,290194,37477,218852,2,4
965,71464,232,290313,290281,37525,218849,2,4
966,71531,243,290456,290413,37558,218925,2,4
967,71608,228,290584,290556,37631,218976,2,4
968,71696,237,290671,290634,37643,218975,2,4
969,71789,251,310144,310143,37700,238355,2,5
970,71874,283,310227,310194,37765,238353,2,5
971,71952,253,310279,310276,37787,238327,2,5
972,72037,234,291005,290971,37802,218968,2,4
973,72094,237,291095,291058,37895,219001,2,4
974,72148,40,110129,110089,37941,37981,2,0
975,72204,228,291228,291200,37975,219024,2,4
976,72309,257,310447,310440,37970,238138,2,5
977,72382,221,291399,291378,38007,219017,2,4
978,72462,248,291497,291449,37991,219035,2,4
979,72530,253,310678,310675,38073,238148,2,5
980,72625,221,291818,291797,38128,219193,2,4
981,72693,209,291880,291871,38160,219187,2,4
982,72778,38,111041,111003,38225,38263,2,0
983,72850,245,292085,292040,38241,219235,2,4
984,72888,267,311019,311002,38303,238131,2,5
985,72971,50,111391,111341,38370,38420,2,0
986,73037,268,311117,311099,38394,238080,2,5
987,73102,74,168722,168698,38429,95620,2,1
988,73179,245,292405,292360,38502,219226,2,4
989,73245,237,292442,292405,38536,219197,2,4
990,73306,60,168982,168972,38528,95676,2,1
991,73375,256,311123,311117,38559,237748,2,5
992,73470,56,169134,169128,38569,95664,2,1
993,73535,272,311145,311123,38604,237610,2,5
994,73610,255,311150,311145,38679,237540,2,5
995,73668,274,311174,311150,38671,237506,2,5
996,73710,246,292707,292661,38729,218997,2,4
997,73807,22,112611,112589,38782,38804,2,0
998,73882,225,292740,292715,38779,218858,2,4
999,73968,247,292787,292740,38793,218819,2,4
1000,74061,232,292819,292787,38800,218758,2,4
1001,74142,261,311185,311174,38869,237043,2,5
1002,74220,258,311193,311185,38891,236973,2,5
1003,74331,233,292954,292921,38900,218623,2,4
1004,74400,241,292995,292954,38981,218595,2,4
1005,74455,0,113481,113481,39026,39026,2,0
1006,74510,0,113531,113531,39021,39021,2,0
1007,74546,232,293027,292995,39029,218481,2,4
1008,74647,216,293053,293037,39078,218406,2,4
1009,74687,53,170751,170748,39138,96064,2,1
1010,74737,53,170769,170766,39188,96032,2,1
1011,74803,45,114063,114018,39215,39260,2,0
1012,74864,288,311231,311193,39249,236367,2,5
1013,74943,49,114262,114213,39270,39319,2,0
1014,74949,244,293158,293114,39363,218209,2,4
1015,75027,53,171064,171061,39385,96037,2,1
1016,75117,244,293202,293158,39445,218085,2,4
1017,75165,228,293246,293218,39497,218081,2,4
1018,75240,30,114790,114760,39520,39550,2,0
1019,75318,245,293293,293248,39572,217975,2,4
1020,75389,281,311262,311231,39601,235873,2,5
1021,75454,274,311286,311262,39636,235832,2,5
1022,75548,237,293430,293393,39692,217882,2,4
1023,75588,231,293469,293438,39752,217881,2,4
1024,75682,48,115486,115438,39756,39804,2,0
1025,75761,254,311290,311286,39825,235529,2,5
1026,75822,252,311292,311290,39843,235470,2,5
1027,75856,37,115752,115715,39859,39896,2,0
1028,75933,238,293625,293587,39869,217692,2,4
1029,76043,230,293675,293645,39959,217632,2,4
1030,76098,47,116149,116102,40004,40051,2,0
1031,76164,233,293714,293681,40035,217550,2,4
1032,76217,247,293761,293714,40045,217544,2,4
1033,76294,271,311313,311292,40118,235019,2,5
1034,76349,49,116561,116512,40163,40212,2,0
1035,76461,248,293859,293811,40200,217398,2,4
1036,76562,37,116836,116799,40237,40274,2,0
1037,76658,253,311316,311313,40278,234658,2,5
1038,76736,233,293942,293909,40300,217206,2,4
1039,76819,243,293987,293944,40367,217168,2,4
1040,76893,250,294038,293988,40427,217145,2,4
1041,76953,262,311328,311316,40421,234375,2,5
1042,77028,268,311346,311328,40446,234318,2,5
1043,77103,236,294191,294155,40521,217088,2,4
1044,77154,256,311352,311346,40570,234198,2,5
1045,77203,252,311354,311352,40607,234151,2,5
1046,77290,68,174047,174029,40670,96757,2,1
1047,77357,230,294323,294293,40703,216966,2,4
1048,77398,51,174148,174147,40750,96750,2,1
1049,77455,34,118282,118248,40793,40827,2,0
1050,77557,54,174292,174288,40825,96735,2,1
1051,77627,261,311365,311354,40855,233738,2,5
1052,77718,235,294408,294373,40914,216690,2,4
1053,77820,251,311366,311365,40912,233546,2,5
1054,77854,244,294515,294471,40978,216661,2,4
1055,77892,48,118980,118932,41040,41088,2,0
1056,77976,66,174847,174831,41104,96871,2,1
1057,78056,36,119216,119180,41124,41160,2,0
1058,78117,34,119250,119216,41099,41133,2,0
1059,78174,228,294551,294523,41176,216377,2,4
1060,78259,250,294601,294551,41191,216342,2,4
1061,78325,250,294651,294601,41275,216326,2,4
1062,78381,222,294673,294651,41319,216292,2,4
1063,78452,211,294684,294673,41348,216232,2,4
1064,78497,239,294723,294684,41403,216226,2,4
1065,78583,0,120050,120050,41467,41467,2,0
1066,78653,67,175722,175705,41447,97069,2,1
1067,78727,242,294794,294752,41473,216067,2,4
1068,78814,238,294847,294809,41536,216033,2,4
1069,78885,246,294924,294878,41615,216039,2,4
1070,78951,52,176157,176155,41649,97206,2,1
1071,79046,235,294959,294924,41704,215913,2,4
1072,79138,245,295012,294967,41762,215874,2,4
1073,79214,235,295047,295012,41737,215833,2,4
1074,79281,257,311373,311366,41820,232092,2,5
1075,79367,244,295141,295097,41834,215774,2,4
1076,79445,244,295185,295141,41860,215740,2,4
1077,79503,263,311386,311373,41902,231883,2,5
1078,79587,241,295279,295238,41918,215692,2,4
1079,79664,278,311414,311386,41915,231750,2,5
1080,79722,230,295359,295329,41957,215637,2,4
1081,79802,264,311428,311414,41982,231626,2,5
1082,79881,212,295421,295409,42003,215540,2,4
1083,79960,53,177468,177465,42074,97508,2,1
1084,80035,237,295458,295421,42099,215423,2,4
1085,80102,272,311450,311428,42182,231348,2,5
1086,80164,255,311455,311450,42220,231291,2,5
1087,80218,0,122484,122484,42266,42266,2,0
1088,80307,242,295613,295571,42277,215306,2,4
1089,80415,0,122734,122734,42319,42319,2,0
1090,80448,251,311456,311455,42293,231008,2,5
1091,80538,44,122868,122824,42286,42330,2,0
1092,80610,234,295715,295681,42358,215105,2,4
1093,80702,47,123115,123068,42366,42413,2,0
1094,80790,280,311486,311456,42366,230696,2,5
1095,80880,235,295800,295765,42376,214920,2,4
1096,81006,0,123456,123456,42450,42450,2,0
1097,81058,244,295844,295800,42448,214786,2,4
1098,81170,0,123655,123655,42485,42485,2,0
1099,81239,242,295898,295856,42516,214659,2,4
1100,81303,273,311509,311486,42552,230206,2,5
1101,81401,48,124003,123955,42554,42602,2,0
1102,81496,233,295988,295955,42607,214492,2,4
1103,81601,58,179249,179241,42602,97648,2,1
1104,81699,263,311522,311509,42653,229823,2,5
1105,81766,64,179463,179449,42736,97697,2,1
1106,81841,257,311529,311522,42761,229688,2,5
1107,81939,239,296148,296109,42772,214209,2,4
1108,81998,261,311540,311529,42795,229542,2,5
1109,82069,55,179798,179793,42874,97729,2,1
1110,82139,50,125093,125043,42904,42954,2,0
1111,82242,244,296242,296198,42950,214000,2,4
1112,82309,260,311550,311540,42983,229241,2,5
1113,82409,252,311552,311550,43033,229143,2,5
1114,82444,240,296389,296349,43098,213945,2,4
1115,82504,261,311563,311552,43138,229059,2,5
1116,82572,258,311571,311563,43170,228999,2,5
1117,82667,58,180596,180588,43225,97929,2,1
1118,82710,245,296552,296507,43274,213842,2,4
1119,82763,236,296588,296552,43321,213825,2,4
1120,82836,270,311591,311571,43398,228755,2,5
1121,82896,236,296674,296638,43438,213778,2,4
1122,82948,263,311604,311591,43486,228656,2,5
1123,83037,245,296769,296724,43500,213732,2,4
1124,83121,241,296810,296769,43516,213689,2,4
1125,83202,248,296858,296810,43535,213656,2,4
1126,83254,273,311627,311604,43583,228373,2,5
1127,83288,257,311634,311627,43599,228346,2,5
1128,83343,223,296981,296958,43644,213638,2,4
1129,83432,277,311661,311634,43666,228229,2,5
1130,83501,236,297067,297031,43697,213566,2,4
1131,83544,252,311663,311661,43754,228119,2,5
1132,83608,269,311682,311663,43790,228074,2,5
1133,83685,234,297201,297167,43863,213516,2,4
1134,83764,59,182169,182160,43884,98405,2,1
1135,83846,254,311686,311682,43952,227840,2,5
1136,83931,48,127946,127898,43967,44015,2,0
1137,83955,54,182410,182406,44041,98455,2,1
1138,84031,55,182415,182410,44022,98384,2,1
1139,84096,54,182468,182464,44057,98372,2,1
1140,84157,0,128215,128215,44058,44058,2,0
1141,84221,237,297288,297251,44044,213067,2,4
1142,84281,259,311695,311686,44084,227414,2,5
1143,84338,257,311702,311695,44123,227364,2,5
1144,84390,240,297428,297388,44137,213038,2,4
1145,84413,269,311721,311702,44164,227308,2,5
1146,84508,256,311727,311721,44219,227219,2,5
1147,84580,264,311741,311727,44297,227161,2,5
1148,84682,262,311753,311741,44295,227071,2,5
1149,84761,273,311776,311753,44316,227015,2,5
1150,84822,40,129217,129177,44355,44395,2,0
1151,84901,249,297738,297689,44416,212837,2,4
1152,84963,250,297823,297773,44454,212860,2,4
1153,85027,54,183622,183618,44483,98595,2,1
1154,85114,232,297855,297823,44496,212741,2,4
1155,85183,35,129795,129760,44577,44612,2,0
1156,85264,236,297906,297870,44581,212642,2,4
1157,85340,228,297934,297906,44632,212594,2,4
1158,85405,255,311781,311776,44667,226376,2,5
1159,85489,233,298030,297997,44683,212541,2,4
1160,85527,253,311784,311781,44745,226257,2,5
1161,85598,226,298116,298090,44774,212518,2,4
1162,85713,232,298148,298116,44809,212435,2,4
1163,85807,257,311791,311784,44865,225984,2,5
1164,85877,251,311792,311791,44945,225915,2,5
1165,85934,221,298269,298248,44988,212335,2,4
1166,86015,241,298310,298269,45007,212295,2,4
1167,86089,273,311815,311792,45048,225726,2,5
1168,86177,271,311836,311815,45110,225659,2,5
1169,86236,236,298452,298416,45151,212216,2,4
1170,86292,237,298489,298452,45195,212197,2,4
1171,86425,251,311837,311836,45212,225412,2,5
1172,86461,240,298592,298552,45226,212131,2,4
1173,86563,239,298647,298608,45316,212084,2,4
1174,86660,0,131979,131979,45319,45319,2,0
1175,86730,241,298688,298647,45349,211958,2,4
1176,86817,57,186041,186034,45316,99224,2,1
1177,86899,254,311841,311837,45347,224942,2,5
1178,86962,265,311856,311841,45384,224894,2,5
1179,87003,224,298822,298798,45443,211819,2,4
1180,87101,242,298864,298822,45445,211763,2,4
1181,87185,248,298912,298864,45509,211727,2,4
1182,87295,49,132843,132794,45499,45548,2,0
1183,87354,241,298953,298912,45518,211599,2,4
1184,87459,47,133119,133072,45613,45660,2,0
1185,87580,262,311868,311856,45598,224288,2,5
1186,87641,259,311877,311868,45637,224236,2,5
1187,87736,261,311888,311877,45692,224152,2,5
1188,87799,246,299174,299128,45729,211375,2,4
1189,87875,219,299193,299174,45803,211318,2,4
1190,87929,238,299231,299193,45799,211302,2,4
1191,88002,271,311909,311888,45876,223907,2,5
1192,88067,243,299341,299298,45911,211274,2,4
1193,88181,40,134157,134117,45936,45976,2,0
1194,88254,253,311912,311909,46003,223658,2,5
1195,88349,249,299440,299391,46058,211091,2,4
1196,88450,267,311929,311912,46082,223479,2,5
1197,88523,247,299544,299497,46109,211021,2,4
1198,88626,231,299578,299547,46156,210952,2,4
1199,88721,257,311936,311929,46211,223215,2,5
1200,88773,259,311945,311936,46214,223172,2,5
